POI名称,所在区县,详细地址,经度,纬度,POI类型,分析类别
迈皋桥(地铁站),栖霞区,1号线,118.809677,32.102712,交通设施服务;地铁站;地铁站,地铁站
油坊桥(地铁站),建邺区,(规划)S2号线/宁马线二期;2号线;S3号线/宁和线,118.721361,31.966454,交通设施服务;地铁站;地铁站,地铁站
安德门(地铁站),雨花台区,10号线;1号线,118.762136,31.990862,交通设施服务;地铁站;地铁站,地铁站
武定门(地铁站),秦淮区,3号线,118.794632,32.013747,交通设施服务;地铁站;地铁站,地铁站
鼓楼(地铁站),鼓楼区,1号线;4号线,118.783701,32.058667,交通设施服务;地铁站;地铁站,地铁站
元通(地铁站),建邺区,10号线;2号线,118.721449,31.995471,交通设施服务;地铁站;地铁站,地铁站
柳洲东路(地铁站),浦口区,(在建)11号线;3号线,118.746237,32.139965,交通设施服务;地铁站;地铁站,地铁站
高淳(地铁站),高淳区,S9号线/宁高线,118.877193,31.340956,交通设施服务;地铁站;地铁站,地铁站
珠江路(地铁站),玄武区,(规划)13号线;1号线,118.784208,32.050974,交通设施服务;地铁站;地铁站,地铁站
天隆寺(地铁站),雨花台区,1号线,118.763131,31.979272,交通设施服务;地铁站;地铁站,地铁站
林场(地铁站),浦口区,3号线,118.671334,32.163563,交通设施服务;地铁站;地铁站,地铁站
江心洲(地铁站),建邺区,10号线,118.703335,32.031632,交通设施服务;地铁站;地铁站,地铁站
泰冯路(地铁站),浦口区,3号线;S8号线/宁天线,118.718931,32.153441,交通设施服务;地铁站;地铁站,地铁站
蒋王庙(地铁站),玄武区,4号线,118.831148,32.077536,交通设施服务;地铁站;地铁站,地铁站
南京林业大学·新庄(地铁站),玄武区,3号线,118.810435,32.076463,交通设施服务;地铁站;地铁站,地铁站
龙江(地铁站),鼓楼区,(在建)4号线二期;(在建)9号线;4号线,118.73805,32.057926,交通设施服务;地铁站;地铁站,地铁站
竹山路(地铁站),江宁区,1号线;5号线,118.845709,31.931865,交通设施服务;地铁站;地铁站,地铁站
经天路(地铁站),栖霞区,2号线,118.976654,32.116151,交通设施服务;地铁站;地铁站,地铁站
上海路(地铁站),秦淮区,2号线;5号线,118.776208,32.04228,交通设施服务;地铁站;地铁站,地铁站
集庆门大街(地铁站),建邺区,2号线,118.73958,32.028573,交通设施服务;地铁站;地铁站,地铁站
张府园(地铁站),秦淮区,1号线,118.783837,32.030966,交通设施服务;地铁站;地铁站,地铁站
板桥(地铁站),雨花台区,S2号线/宁马线,118.640707,31.907893,交通设施服务;地铁站;地铁站,地铁站
学则路(地铁站),栖霞区,2号线,118.916778,32.09128,交通设施服务;地铁站;地铁站,地铁站
中华门(地铁站),雨花台区,(规划)8号线;(规划)S2号线/宁马线二期;1号线,118.774447,32.006748,交通设施服务;地铁站;地铁站,地铁站
汉中门(地铁站),秦淮区,2号线,118.76708,32.042725,交通设施服务;地铁站;地铁站,地铁站
五塘广场(地铁站),鼓楼区,3号线;7号线,118.777688,32.1105,交通设施服务;地铁站;地铁站,地铁站
天润城(地铁站),浦口区,3号线,118.734078,32.150854,交通设施服务;地铁站;地铁站,地铁站
云锦路(地铁站),建邺区,2号线,118.747323,32.034912,交通设施服务;地铁站;地铁站,地铁站
龙眠大道(地铁站),江宁区,1号线,118.877156,31.939902,交通设施服务;地铁站;地铁站,地铁站
中国药科大学(地铁站),江宁区,1号线,118.914127,31.897684,交通设施服务;地铁站;地铁站,地铁站
中山陵音乐台·孝陵卫(地铁站),玄武区,2号线,118.858058,32.035416,交通设施服务;地铁站;地铁站,地铁站
大厂(地铁站),六合区,S8号线/宁天线,118.740131,32.228848,交通设施服务;地铁站;地铁站,地铁站
浦口万汇城(地铁站),浦口区,(在建)11号线;10号线,118.657082,32.061689,交通设施服务;地铁站;地铁站,地铁站
仙林中心(地铁站),栖霞区,(规划)8号线;2号线,118.930412,32.098663,交通设施服务;地铁站;地铁站,地铁站
星火路(地铁站),浦口区,3号线,118.696577,32.157273,交通设施服务;地铁站;地铁站,地铁站
红山动物园(地铁站),玄武区,1号线,118.802053,32.095774,交通设施服务;地铁站;地铁站,地铁站
常府街(地铁站),秦淮区,3号线,118.792317,32.033401,交通设施服务;地铁站;地铁站,地铁站
卡子门(地铁站),秦淮区,10号线;3号线,118.796879,31.994818,交通设施服务;地铁站;地铁站,地铁站
仙林湖(地铁站),栖霞区,(在建)S5号线/宁扬线;4号线,118.992658,32.125509,交通设施服务;地铁站;地铁站,地铁站
葛塘(地铁站),六合区,S8号线/宁天线,118.753717,32.244525,交通设施服务;地铁站;地铁站,地铁站
岗子村(地铁站),玄武区,(在建)6号线;4号线,118.815835,32.065571,交通设施服务;地铁站;地铁站,地铁站
雨山路(地铁站),浦口区,10号线,118.615125,32.044496,交通设施服务;地铁站;地铁站,地铁站
金马路(地铁站),栖霞区,(规划)12号线;2号线;4号线,118.906302,32.071737,交通设施服务;地铁站;地铁站,地铁站
南京工业大学(地铁站),浦口区,(规划)13号线;10号线,118.648245,32.066794,交通设施服务;地铁站;地铁站,地铁站
奥体东(地铁站),建邺区,2号线,118.729086,32.005077,交通设施服务;地铁站;地铁站,地铁站
吉印大道(地铁站),江宁区,5号线;S1号线/机场线,118.795378,31.886312,交通设施服务;地铁站;地铁站,地铁站
双龙大道(地铁站),江宁区,1号线,118.817196,31.963833,交通设施服务;地铁站;地铁站,地铁站
晓庄(地铁站),栖霞区,1号线;7号线,118.818517,32.117229,交通设施服务;地铁站;地铁站,地铁站
明故宫(地铁站),秦淮区,(在建)6号线;2号线,118.819746,32.039218,交通设施服务;地铁站;地铁站,地铁站
临江·青奥体育公园(地铁站),浦口区,10号线,118.665528,32.057186,交通设施服务;地铁站;地铁站,地铁站
铁心桥(地铁站),雨花台区,S3号线/宁和线,118.763796,31.964416,交通设施服务;地铁站;地铁站,地铁站
南京交院(地铁站),江宁区,1号线,118.904804,31.91286,交通设施服务;地铁站;地铁站,地铁站
浮桥(地铁站),玄武区,(规划)13号线;3号线,118.796107,32.04866,交通设施服务;地铁站;地铁站,地铁站
莫愁湖(地铁站),建邺区,2号线;7号线,118.759568,32.037428,交通设施服务;地铁站;地铁站,地铁站
龙池(地铁站),六合区,S8号线/宁天线,118.82015,32.319014,交通设施服务;地铁站;地铁站,地铁站
万寿(地铁站),栖霞区,(在建)6号线;7号线,118.833819,32.119434,交通设施服务;地铁站;地铁站,地铁站
河定桥(地铁站),江宁区,1号线,118.820141,31.952092,交通设施服务;地铁站;地铁站,地铁站
尧化门(地铁站),栖霞区,7号线,118.887867,32.122646,交通设施服务;地铁站;地铁站,地铁站
龙华路(地铁站),浦口区,10号线,118.635204,32.064712,交通设施服务;地铁站;地铁站,地铁站
新模范马路(地铁站),鼓楼区,1号线,118.783714,32.079871,交通设施服务;地铁站;地铁站,地铁站
小市(地铁站),鼓楼区,3号线,118.785737,32.094998,交通设施服务;地铁站;地铁站,地铁站
翠屏山(地铁站),江宁区,S1号线/机场线,118.784514,31.94253,交通设施服务;地铁站;地铁站,地铁站
永初路(地铁站),建邺区,7号线;S3号线/宁和线,118.712185,31.974264,交通设施服务;地铁站;地铁站,地铁站
麒麟门(地铁站),江宁区,(规划)8号线;S6号线/宁句线,118.928506,32.053061,交通设施服务;地铁站;地铁站,地铁站
灵谷寺·钟灵街(地铁站),玄武区,2号线,118.869395,32.039146,交通设施服务;地铁站;地铁站,地铁站
绿博园(地铁站),建邺区,(在建)9号线;10号线,118.716735,32.024161,交通设施服务;地铁站;地铁站,地铁站
青春广场(地铁站),鼓楼区,5号线,118.772813,32.068654,交通设施服务;地铁站;地铁站,地铁站
金牛湖(地铁站),六合区,S8号线/宁天线,118.964583,32.465377,交通设施服务;地铁站;地铁站,地铁站
翔宇路南(地铁站),江宁区,S1号线/机场线;S9号线/宁高线,118.829201,31.754866,交通设施服务;地铁站;地铁站,地铁站
云南路(地铁站),鼓楼区,4号线;5号线,118.77454,32.060115,交通设施服务;地铁站;地铁站,地铁站
仙鹤门(地铁站),玄武区,2号线,118.904914,32.084911,交通设施服务;地铁站;地铁站,地铁站
诚信大道(地铁站),江宁区,3号线;5号线,118.831717,31.909256,交通设施服务;地铁站;地铁站,地铁站
雄州(地铁站),六合区,S8号线/宁天线,118.836662,32.33461,交通设施服务;地铁站;地铁站,地铁站
贾西(地铁站),雨花台区,S3号线/宁和线,118.734119,31.959242,交通设施服务;地铁站;地铁站,地铁站
正方中路(地铁站),江宁区,S1号线/机场线,118.805809,31.845115,交通设施服务;地铁站;地铁站,地铁站
大明路(地铁站),秦淮区,3号线,118.799624,31.986114,交通设施服务;地铁站;地铁站,地铁站
翔宇路北(地铁站),江宁区,S1号线/机场线,118.821542,31.791284,交通设施服务;地铁站;地铁站,地铁站
丁家庄(地铁站),栖霞区,7号线,118.849892,32.111546,交通设施服务;地铁站;地铁站,地铁站
中胜(地铁站),建邺区,10号线;7号线,118.73317,31.987911,交通设施服务;地铁站;地铁站,地铁站
软件大道(地铁站),雨花台区,1号线,118.774598,31.976801,交通设施服务;地铁站;地铁站,地铁站
西安门·浦发银行(地铁站),秦淮区,2号线,118.805761,32.040108,交通设施服务;地铁站;地铁站,地铁站
高家冲(地铁站),浦口区,S3号线/宁和线,118.517253,31.909242,交通设施服务;地铁站;地铁站,地铁站
江宁滨江开发区(地铁站),江宁区,S2号线/宁马线,118.590854,31.855545,交通设施服务;地铁站;地铁站,地铁站
兴隆大街(地铁站),建邺区,2号线,118.736465,32.015197,交通设施服务;地铁站;地铁站,地铁站
天印大道(地铁站),江宁区,(规划)13号线;1号线,118.863561,31.937638,交通设施服务;地铁站;地铁站,地铁站
福建路(地铁站),鼓楼区,5号线;7号线,118.759362,32.079904,交通设施服务;地铁站;地铁站,地铁站
九龙湖(地铁站),江宁区,3号线,118.821263,31.915939,交通设施服务;地铁站;地铁站,地铁站
胜太路(地铁站),江宁区,1号线,118.821393,31.943549,交通设施服务;地铁站;地铁站,地铁站
秣周东路(地铁站),江宁区,3号线,118.831022,31.868977,交通设施服务;地铁站;地铁站,地铁站
清凉山(地铁站),鼓楼区,(规划)13号线;7号线,118.760168,32.048316,交通设施服务;地铁站;地铁站,地铁站
东山(地铁站),江宁区,(规划)12号线;5号线,118.843859,31.953364,交通设施服务;地铁站;地铁站,地铁站
东大成贤学院(地铁站),浦口区,3号线,118.707888,32.156266,交通设施服务;地铁站;地铁站,地铁站
光华门(地铁站),秦淮区,(在建)6号线;5号线,118.814737,32.02349,交通设施服务;地铁站;地铁站,地铁站
仙新路(地铁站),栖霞区,(规划)8号线;7号线,118.895297,32.126693,交通设施服务;地铁站;地铁站,地铁站
小行(地铁站),雨花台区,(规划)S2号线/宁马线二期;10号线,118.744681,31.982464,交通设施服务;地铁站;地铁站,地铁站
秣陵(地铁站),江宁区,3号线,118.835397,31.840852,交通设施服务;地铁站;地铁站,地铁站
文德路(地铁站),浦口区,(规划)13号线;10号线,118.626645,32.057396,交通设施服务;地铁站;地铁站,地铁站
吉祥庵(地铁站),栖霞区,1号线,118.821339,32.126634,交通设施服务;地铁站;地铁站,地铁站
胜太西路(地铁站),江宁区,3号线,118.807434,31.943772,交通设施服务;地铁站;地铁站,地铁站
下关(地铁站),鼓楼区,(在建)9号线;5号线,118.742027,32.086836,交通设施服务;地铁站;地铁站,地铁站
信息工程大学(地铁站),浦口区,S8号线/宁天线,118.726966,32.202465,交通设施服务;地铁站;地铁站,地铁站
花神庙(地铁站),雨花台区,1号线,118.785648,31.977795,交通设施服务;地铁站;地铁站,地铁站
石湫(地铁站),溧水区,S9号线/宁高线,118.90738,31.640387,交通设施服务;地铁站;地铁站,地铁站
明发广场(地铁站),雨花台区,3号线,118.800512,31.97705,交通设施服务;地铁站;地铁站,地铁站
草场门(地铁站),鼓楼区,4号线;7号线,118.755501,32.060337,交通设施服务;地铁站;地铁站,地铁站
雨润大街(地铁站),建邺区,2号线,118.722613,31.983679,交通设施服务;地铁站;地铁站,地铁站
奥体中心(地铁站),建邺区,10号线,118.718286,32.009065,交通设施服务;地铁站;地铁站,地铁站
石杨路(地铁站),江宁区,10号线,118.8741,32.005292,交通设施服务;地铁站;地铁站,地铁站
河海大学·佛城西路(地铁站),江宁区,(规划)12号线;S1号线/机场线,118.791365,31.914086,交通设施服务;地铁站;地铁站,地铁站
五台山(地铁站),鼓楼区,(规划)13号线;5号线,118.776234,32.050428,交通设施服务;地铁站;地铁站,地铁站
刘村·弘阳家居博览中心(地铁站),雨花台区,S3号线/宁和线,118.665113,31.944342,交通设施服务;地铁站;地铁站,地铁站
泰山新村(地铁站),浦口区,S8号线/宁天线,118.716268,32.144295,交通设施服务;地铁站;地铁站,地铁站
上元门(地铁站),鼓楼区,3号线,118.769921,32.115468,交通设施服务;地铁站;地铁站,地铁站
溧水(地铁站),溧水区,S7号线/宁溧线,119.04456,31.662698,交通设施服务;地铁站;地铁站,地铁站
王家湾(地铁站),玄武区,4号线,118.837855,32.085238,交通设施服务;地铁站;地铁站,地铁站
小龙湾(地铁站),江宁区,1号线,118.832734,31.929735,交通设施服务;地铁站;地铁站,地铁站
聚宝山(地铁站),玄武区,4号线,118.864212,32.093858,交通设施服务;地铁站;地铁站,地铁站
天元西路(地铁站),江宁区,(规划)12号线;3号线,118.808591,31.927697,交通设施服务;地铁站;地铁站,地铁站
螺塘路(地铁站),建邺区,2号线;7号线,118.7017,31.961404,交通设施服务;地铁站;地铁站,地铁站
禄口机场(地铁站),江宁区,S1号线/机场线,118.873817,31.73037,交通设施服务;地铁站;地铁站,地铁站
中医药大学·羊山公园(地铁站),栖霞区,2号线,118.939971,32.1038,交通设施服务;地铁站;地铁站,地铁站
南医大·江苏经贸学院(地铁站),江宁区,1号线,118.890239,31.933475,交通设施服务;地铁站;地铁站,地铁站
应天大街(地铁站),建邺区,7号线,118.749161,32.016428,交通设施服务;地铁站;地铁站,地铁站
盐仓桥(地铁站),鼓楼区,5号线,118.752812,32.085793,交通设施服务;地铁站;地铁站,地铁站
雨花门(地铁站),秦淮区,(规划)8号线;3号线,118.792454,32.003779,交通设施服务;地铁站;地铁站,地铁站
朝天宫(地铁站),秦淮区,5号线,118.772653,32.032653,交通设施服务;地铁站;地铁站,地铁站
汤山(地铁站),江宁区,S6号线/宁句线,119.067994,32.048019,交通设施服务;地铁站;地铁站,地铁站
长江大桥北(地铁站),浦口区,(在建)11号线;S8号线/宁天线,118.730028,32.128295,交通设施服务;地铁站;地铁站,地铁站
铜山(地铁站),江宁区,S9号线/宁高线,118.881885,31.696082,交通设施服务;地铁站;地铁站,地铁站
铜井(地铁站),江宁区,S2号线/宁马线,118.555529,31.807184,交通设施服务;地铁站;地铁站,地铁站
方家营(地铁站),鼓楼区,5号线,118.747806,32.104575,交通设施服务;地铁站;地铁站,地铁站
石门坎(地铁站),秦淮区,(规划)8号线;5号线,118.824782,32.017169,交通设施服务;地铁站;地铁站,地铁站
九华山(地铁站),玄武区,4号线,118.806,32.057314,交通设施服务;地铁站;地铁站,地铁站
东大九龙湖校区(地铁站),江宁区,3号线,118.83045,31.896037,交通设施服务;地铁站;地铁站,地铁站
徐庄·苏宁总部(地铁站),玄武区,4号线,118.889679,32.084861,交通设施服务;地铁站;地铁站,地铁站
雨花经济开发区(地铁站),雨花台区,S2号线/宁马线,118.666803,31.928146,交通设施服务;地铁站;地铁站,地铁站
春江路(地铁站),雨花台区,S3号线/宁和线,118.748257,31.962385,交通设施服务;地铁站;地铁站,地铁站
宏运大道(地铁站),江宁区,3号线,118.804067,31.959019,交通设施服务;地铁站;地铁站,地铁站
燕子矶(地铁站),栖霞区,1号线,118.821914,32.136112,交通设施服务;地铁站;地铁站,地铁站
东麒路(地铁站),江宁区,(规划)12号线;10号线,118.888416,31.999576,交通设施服务;地铁站;地铁站,地铁站
东流(地铁站),江宁区,4号线,118.964224,32.077173,交通设施服务;地铁站;地铁站,地铁站
空港新城江宁(地铁站),江宁区,S1号线/机场线;S7号线/宁溧线,118.887659,31.737687,交通设施服务;地铁站;地铁站,地铁站
方州广场(地铁站),六合区,S8号线/宁天线,118.850115,32.359539,交通设施服务;地铁站;地铁站,地铁站
通济门(地铁站),秦淮区,5号线,118.804716,32.025633,交通设施服务;地铁站;地铁站,地铁站
高新开发区(地铁站),浦口区,S8号线/宁天线,118.719487,32.177538,交通设施服务;地铁站;地铁站,地铁站
鱼嘴(地铁站),建邺区,2号线,118.669853,31.96673,交通设施服务;地铁站;地铁站,地铁站
大士茶亭(地铁站),建邺区,7号线,118.757333,32.031757,交通设施服务;地铁站;地铁站,地铁站
兰花塘(地铁站),浦口区,S3号线/宁和线,118.574859,31.95826,交通设施服务;地铁站;地铁站,地铁站
八百桥(地铁站),六合区,S8号线/宁天线,118.933243,32.42705,交通设施服务;地铁站;地铁站,地铁站
虹桥(地铁站),鼓楼区,5号线,118.765561,32.075026,交通设施服务;地铁站;地铁站,地铁站
八卦洲大桥南(地铁站),栖霞区,1号线,118.842255,32.145568,交通设施服务;地铁站;地铁站,地铁站
南大仙林校区(地铁站),栖霞区,2号线,118.95951,32.108763,交通设施服务;地铁站;地铁站,地铁站
古平岗(地铁站),鼓楼区,7号线,118.757933,32.071226,交通设施服务;地铁站;地铁站,地铁站
文靖路(地铁站),江宁区,5号线,118.841695,31.958314,交通设施服务;地铁站;地铁站,地铁站
毛纺厂路(地铁站),浦口区,S8号线/宁天线,118.72664,32.134721,交通设施服务;地铁站;地铁站,地铁站
七桥瓮(地铁站),秦淮区,5号线,118.825353,32.008765,交通设施服务;地铁站;地铁站,地铁站
钟阜路·市第二医院(地铁站),鼓楼区,(在建)9号线;7号线,118.771722,32.091454,交通设施服务;地铁站;地铁站,地铁站
大校场(地铁站),秦淮区,10号线;5号线,118.822552,31.997965,交通设施服务;地铁站;地铁站,地铁站
汇通路(地铁站),栖霞区,4号线,118.931631,32.078018,交通设施服务;地铁站;地铁站,地铁站
化工园(地铁站),六合区,S8号线/宁天线,118.78556,32.28538,交通设施服务;地铁站;地铁站,地铁站
神机营(地铁站),秦淮区,5号线,118.825286,31.988989,交通设施服务;地铁站;地铁站,地铁站
明觉(地铁站),溧水区,S9号线/宁高线,118.902178,31.546324,交通设施服务;地铁站;地铁站,地铁站
尧化新村(地铁站),栖霞区,7号线,118.875715,32.115239,交通设施服务;地铁站;地铁站,地铁站
雨花台(地铁站),雨花台区,10号线,118.780883,31.992722,交通设施服务;地铁站;地铁站,地铁站
梦都大街(地铁站),建邺区,10号线,118.721781,32.015473,交通设施服务;地铁站;地铁站,地铁站
双垅(地铁站),浦口区,S3号线/宁和线,118.567483,31.948288,交通设施服务;地铁站;地铁站,地铁站
新亭路(地铁站),江宁区,5号线,118.845547,31.94243,交通设施服务;地铁站;地铁站,地铁站
卸甲甸(地铁站),六合区,S8号线/宁天线,118.730587,32.214756,交通设施服务;地铁站;地铁站,地铁站
孟北(地铁站),栖霞区,4号线,118.98724,32.084468,交通设施服务;地铁站;地铁站,地铁站
幕府西路(地铁站),鼓楼区,7号线,118.771274,32.105533,交通设施服务;地铁站;地铁站,地铁站
团结圩(地铁站),高淳区,S9号线/宁高线,118.887696,31.395788,交通设施服务;地铁站;地铁站,地铁站
南湖·省第二中医院(地铁站),建邺区,7号线,118.754317,32.023787,交通设施服务;地铁站;地铁站,地铁站
杨庄(地铁站),秦淮区,10号线,118.862962,32.006609,交通设施服务;地铁站;地铁站,地铁站
新城科技园(地铁站),建邺区,7号线,118.738239,31.993694,交通设施服务;地铁站;地铁站,地铁站
南京西站(地铁站),鼓楼区,5号线,118.741442,32.096106,交通设施服务;地铁站;地铁站,地铁站
科宁路(地铁站),江宁区,5号线,118.850083,31.922947,交通设施服务;地铁站;地铁站,地铁站
吴侯街(地铁站),建邺区,S3号线/宁和线,118.693035,31.975465,交通设施服务;地铁站;地铁站,地铁站
高桥门(地铁站),秦淮区,(规划)13号线;10号线,118.842209,32.005137,交通设施服务;地铁站;地铁站,地铁站
板桥南(地铁站),雨花台区,S2号线/宁马线,118.622807,31.889592,交通设施服务;地铁站;地铁站,地铁站
青莲街(地铁站),建邺区,2号线,118.691716,31.962351,交通设施服务;地铁站;地铁站,地铁站
江宁镇(地铁站),江宁区,S2号线/宁马线,118.607214,31.877279,交通设施服务;地铁站;地铁站,地铁站
马骡圩(地铁站),浦口区,(在建)11号线;S3号线/宁和线,118.58838,31.97315,交通设施服务;地铁站;地铁站,地铁站
景明佳园(地铁站),雨花台区,S3号线/宁和线,118.77869,31.962302,交通设施服务;地铁站;地铁站,地铁站
柘塘(地铁站),溧水区,S7号线/宁溧线,118.937897,31.75674,交通设施服务;地铁站;地铁站,地铁站
平良大街(地铁站),建邺区,S3号线/宁和线,118.702696,31.97783,交通设施服务;地铁站;地铁站,地铁站
牧龙(地铁站),江宁区,S2号线/宁马线,118.578326,31.839935,交通设施服务;地铁站;地铁站,地铁站
幕府山(地铁站),鼓楼区,7号线,118.798662,32.114303,交通设施服务;地铁站;地铁站,地铁站
六合开发区(地铁站),六合区,S8号线/宁天线,118.805296,32.305162,交通设施服务;地铁站;地铁站,地铁站
凤凰山公园(地铁站),六合区,S8号线/宁天线,118.845116,32.346842,交通设施服务;地铁站;地铁站,地铁站
静海寺(地铁站),鼓楼区,5号线,118.738048,32.091991,交通设施服务;地铁站;地铁站,地铁站
卧龙湖(地铁站),溧水区,S7号线/宁溧线,119.04329,31.686304,交通设施服务;地铁站;地铁站,地铁站
天保(地铁站),雨花台区,S3号线/宁和线,118.67741,31.953164,交通设施服务;地铁站;地铁站,地铁站
梦都大街东(地铁站),建邺区,7号线,118.746448,32.003936,交通设施服务;地铁站;地铁站,地铁站
中山湖(地铁站),溧水区,S7号线/宁溧线,119.045275,31.646761,交通设施服务;地铁站;地铁站,地铁站
嘉陵江东街(地铁站),建邺区,7号线,118.727853,31.982159,交通设施服务;地铁站;地铁站,地铁站
共青团路(地铁站),雨花台区,10号线,118.774051,31.993539,交通设施服务;地铁站;地铁站,地铁站
灵山(地铁站),江宁区,(规划)8号线;4号线,118.943672,32.077698,交通设施服务;地铁站;地铁站,地铁站
丁家庄南(地铁站),栖霞区,7号线,118.859908,32.107659,交通设施服务;地铁站;地铁站,地铁站
东郊小镇(地铁站),江宁区,S6号线/宁句线,118.952496,32.051792,交通设施服务;地铁站;地铁站,地铁站
太清路(地铁站),建邺区,7号线,118.703159,31.966395,交通设施服务;地铁站;地铁站,地铁站
群力·鼓楼医院南部院区(地铁站),溧水区,S7号线/宁溧线,119.014396,31.720852,交通设施服务;地铁站;地铁站,地铁站
前庄(地铁站),江宁区,5号线,118.844315,31.91044,交通设施服务;地铁站;地铁站,地铁站
百水桥(地铁站),栖霞区,(规划)12号线;S6号线/宁句线,118.915069,32.053407,交通设施服务;地铁站;地铁站,地铁站
机场跑道旧址(地铁站),秦淮区,(在建)6号线;10号线,118.813656,31.992166,交通设施服务;地铁站;地铁站,地铁站
栖霞山(地铁站),栖霞区,(在建)6号线,118.950315,32.146708,交通设施服务;地铁站;地铁站,地铁站
空港新城溧水(地铁站),溧水区,S7号线/宁溧线,118.98925,31.733816,交通设施服务;地铁站;地铁站,地铁站
泉都大街(地铁站),江宁区,S6号线/宁句线,119.05207,32.033838,交通设施服务;地铁站;地铁站,地铁站
